OneGoal ID,Selectivity,College/University,Recommended Institution,Grad Rate Quartile,Website,Opportunity Programs,City,State,Region,Sector,Locale,Size,% Pell Grant,% African American,% Hispanic,% In State,HBCU,Hispanic Serving Institution,On Campus Housing?,6 Year Grad Rate (Overall),6 Year Grad Rate (Minority),Grad Rate Quartile,Net Price: 0-30,Median Debt of Graduates,Median Salary After Attending,Percent Earning Over HS Grad,CUNY/SUNY
58988,Two-Year College,City Colleges of Chicago,,,,,Chicago,IL,Chicago,,,,,,,,,,,,,,,,,,
80334,Two-Year College,Tricoci University of Beauty Culture,,,,,Chicago,IL,Chicago,,,,,,,,,,,,,,,,,,
12079,Less Competitive,Robert Morris University Illinois,1,Q1 (TOP 1 - 25%),www.robertmorris.edu/,,Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",63,25,31,87,,,Yes,79,71,Q1 (TOP 1 - 25%),"$18,573 ","$24,487 ","$14,900 ",24,
10723,Less Competitive,National Louis University,1,Q1 (TOP 1 - 25%),www.nl.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",88,35,38,100,,Yes,No,25,36,Q1 (TOP 1 - 25%),"$17,217 ","$19,500 ","$24,600 ",49,
14096,Noncompetitive,Argosy University-Schaumburg,,Q1 (TOP 1 - 25%),www.argosy.edu/schaumburg,,Schaumburg,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",0,33,14,100,,,No,100,,Q1 (TOP 1 - 25%),"$22,524 ","$14,323 ","$28,000 ",55,
14108,Noncompetitive,Pacific College of Oriental Medicine-Chicago,,Q1 (TOP 1 - 25%),www.PacificCollege.edu,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",50,24,28,100,,,No,100,,Q1 (TOP 1 - 25%),"$23,287 ","$17,250 ",,,
11012,Noncompetitive,VanderCook College of Music,,Q1 (TOP 1 - 25%),www.vandercook.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",25,6,17,71,,,No,73,53,Q1 (TOP 1 - 25%),"$25,346 ","$27,000 ","$38,500 ",77,
14026,Noncompetitive,Argosy University-Chicago,,Q2 (TOP 25 - 50%),www.argosy.edu/chicago,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",75,65,15,93,,,No,47,,Q2 (TOP 25 - 50%),"$18,695 ","$14,323 ","$41,500 ",72,
14344,Noncompetitive,Lincoln College (4-Year),,Q2 (TOP 25 - 50%),lincolncollege.edu,NFA,Lincoln,IL,Chicago,Private not-for-profit,Town,"Small (1,000-5,000)",60,43,7,,,,,37,,Q2 (TOP 25 - 50%),"$16,561 ","$12,000 ","$17,600 ",36,
10118,Less Competitive,Blackburn College,,Q2 (TOP 25 - 50%),www.blackburn.edu,,Carlinville,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",66,12,3,87,,,Yes,39,29,Q2 (TOP 25 - 50%),"$10,116 ","$24,567 ","$31,900 ",67,
11806,Less Competitive,DeVry University-Illinois,,Q3 (BOTTOM 50 - 75%),https://www.devry.edu,,Chicago,IL,Chicago,Private for-profit,City,"Medium (5,000-15,000)",77,19,14,14,,,No,31,25,Q3 (BOTTOM 50 - 75%),"$19,980 ","$43,068 ","$17,900 ",34,
10059,Noncompetitive,Harrington College of Design,,Q3 (BOTTOM 50 - 75%),www.harrington.edu,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",56,29,0,72,,,No,39,19,Q3 (BOTTOM 50 - 75%),"$21,654 ","$37,218 ","$117,000 ",96,
12309,Noncompetitive,Westwood College-Chicago Loop,,Q3 (BOTTOM 50 - 75%),www.westwood.edu,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",92,46,12,97,,,No,23,19,Q3 (BOTTOM 50 - 75%),"$24,780 ","$37,656 ","$25,200 ",51,
10000,Less Competitive,Northeastern Illinois University,,Q4 (BOTTOM 75 - 100%),www.neiu.edu/,"Bottom Line
NFA
TRIO",Chicago,IL,Chicago,Public,City,"Small (1,000-5,000)",58,11,38,98,,Yes,Yes,22,15,Q4 (BOTTOM 75 - 100%),"$15,242 ","$15,000 ","$27,700 ",56,
10948,Less Competitive,East-West University,,Q4 (BOTTOM 75 - 100%),www.eastwest.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",75,57,20,84,,,No,9,9,Q4 (BOTTOM 75 - 100%),"$28,662 ","$24,777 ","$49,800 ",84,
11301,Noncompetitive,International Academy of Design and Technology (IL),,Q4 (BOTTOM 75 - 100%),www.sanfordbrown.edu/chicago,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",71,47,3,86,,,No,14,9,Q4 (BOTTOM 75 - 100%),"$13,576 ","$42,103 ",,,
12206,Noncompetitive,University of Phoenix-Chicago Campus,,Q4 (BOTTOM 75 - 100%),www.phoenix.edu,,Schaumburg,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",100,20,11,100,,,No,7,8,Q4 (BOTTOM 75 - 100%),"$18,887 ","$35,500 ","$25,200 ",51,
10063,Noncompetitive,Saint Augustine College,,Q4 (BOTTOM 75 - 100%),www.staugustine.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",81,2,86,95,,Yes,No,0,0,Q4 (BOTTOM 75 - 100%),"$8,275 ",,"$19,400 ",37,
13933,Noncompetitive,Governors State University,,,www.govst.edu/,"NFA
Upward Bound",University Park,IL,Chicago,Public,Rural,"Small (1,000-5,000)",69,39,12,98,,,Yes,,,,"$15,665 ","$17,000 ","$15,500 ",30,
13991,Less Competitive,Methodist College,,,www.methodistcol.edu,,Peoria,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",56,9,2,100,,,Yes,,,,"$15,871 ","$30,250 ","$28,600 ",56,
14151,Noncompetitive,John Hancock University,,,www.hancocku.edu,,Oakbrook Terrace,IL,Chicago,,City,,0,,,,,,,,,,,,,,
44992,Less Competitive,Robert Morris University - Peoria,,,http://www.robertmorris.edu/peoria/,,Peoria,IL,Chicago,,,,,,,,,,,,,,,,,,
10814,Competitive,Dominican University,1,Q1 (TOP 1 - 25%),www.dom.edu/,"Bottom Line
Bridge Program
NFA",River Forest,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",63,7,48,94,,Yes,Yes,63,54,Q1 (TOP 1 - 25%),"$13,139 ","$25,000 ","$42,500 ",77,
10436,Competitive,Western Illinois University,1,Q1 (TOP 1 - 25%),www.wiu.edu,"Bottom Line
NFA",Macomb,IL,Chicago,Public,Town,"Medium (5,000-15,000)",50,21,12,93,,,Yes,54,48,Q1 (TOP 1 - 25%),"$13,936 ","$24,000 ","$26,200 ",52,
10752,Competitive,University of Illinois at Springfield,1,Q2 (TOP 25 - 50%),www.uis.edu,NFA,Springfield,IL,Chicago,Public,City,"Small (1,000-5,000)",46,14,8,90,,,Yes,49,37,Q2 (TOP 25 - 50%),"$9,674 ","$19,498 ",,,
10564,Competitive,North Park University,1,Q3 (BOTTOM 50 - 75%),www.northpark.edu,"Bottom Line
NFA",Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",37,8,24,71,,,Yes,53,34,Q3 (BOTTOM 50 - 75%),"$14,456 ","$25,500 ","$41,600 ",79,
11285,Competitive,Elmhurst College,,Q1 (TOP 1 - 25%),www.elmhurst.edu,Bridge Program,Elmhurst,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",41,5,18,84,,,Yes,74,68,Q1 (TOP 1 - 25%),"$14,865 ","$23,250 ","$20,300 ",38,
11185,Competitive,Aurora University,,Q1 (TOP 1 - 25%),aurora.edu,NFA,Aurora,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",45,8,27,84,,Yes,Yes,57,57,Q1 (TOP 1 - 25%),"$13,607 ","$22,500 ","$44,300 ",79,
11936,Competitive,Judson University,,Q1 (TOP 1 - 25%),www.judsonu.edu,,Elgin,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",33,11,16,70,,,Yes,50,57,Q1 (TOP 1 - 25%),"$17,064 ","$25,000 ","$22,300 ",45,
10790,Competitive,Trinity Christian College,,Q1 (TOP 1 - 25%),www.trnty.edu,,Palos Heights,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",34,9,12,36,,,Yes,58,49,Q1 (TOP 1 - 25%),"$18,386 ","$25,333 ","$31,000 ",60,
10572,Competitive,Millikin University,,Q2 (TOP 25 - 50%),https://www.millikin.edu,,Decatur,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",45,14,6,81,,,Yes,61,47,Q2 (TOP 25 - 50%),"$15,405 ","$27,000 ","$25,200 ",50,
10818,Competitive,Greenville College,,Q2 (TOP 25 - 50%),www.greenville.edu,,Greenville,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",48,11,5,51,,,Yes,48,47,Q2 (TOP 25 - 50%),"$15,854 ","$24,550 ","$20,400 ",40,
11451,Competitive,Lewis University,,Q2 (TOP 25 - 50%),www.lewisu.edu,,Romeoville,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",36,6,19,90,,,Yes,62,47,Q2 (TOP 25 - 50%),"$14,434 ","$25,000 ","$15,900 ",38,
10017,Competitive,Benedictine University,,Q2 (TOP 25 - 50%),www.ben.edu,,Lisle,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",42,8,14,70,,,Yes,51,43,Q2 (TOP 25 - 50%),"$16,114 ","$21,500 ","$22,500 ",45,
10861,Competitive,Eastern Illinois University,,Q2 (TOP 25 - 50%),https://www.eiu.edu/,"NFA
TRIO",Charleston,IL,Chicago,Public,Town,"Medium (5,000-15,000)",49,19,7,87,,,Yes,59,43,Q2 (TOP 25 - 50%),"$12,559 ","$23,767 ","$49,800 ",84,
12280,Competitive,University of St Francis,,Q2 (TOP 25 - 50%),www.stfrancis.edu,,Joliet,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",35,8,18,87,,,Yes,56,41,Q2 (TOP 25 - 50%),"$16,348 ","$25,000 ","$25,900 ",53,
10320,Competitive,Saint Xavier University,,Q2 (TOP 25 - 50%),WWW.SXU.EDU,"Bottom Line
NFA",Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",62,13,35,97,,Yes,Yes,54,38,Q2 (TOP 25 - 50%),"$14,350 ","$25,000 ","$40,700 ",78,
11163,Competitive,Quincy University (IL),,Q3 (BOTTOM 50 - 75%),www.quincy.edu,,Quincy,IL,Chicago,Private not-for-profit,Town,"Small (1,000-5,000)",45,11,3,56,,,Yes,49,35,Q3 (BOTTOM 50 - 75%),"$15,438 ","$25,000 ","$30,600 ",59,
10501,Competitive,Columbia College Chicago,,Q3 (BOTTOM 50 - 75%),www.colum.edu,NFA,Chicago,IL,Chicago,Private not-for-profit,City,"Medium (5,000-15,000)",35,14,13,44,,,Yes,43,34,Q3 (BOTTOM 50 - 75%),"$26,593 ","$26,000 ","$31,700 ",59,
10954,Competitive,Southern Illinois University Edwardsville,,Q3 (BOTTOM 50 - 75%),www.siue.edu,"NFA
TRIO",Edwardsville,IL,Chicago,Public,Suburb,"Medium (5,000-15,000)",35,14,4,85,,,Yes,50,32,Q3 (BOTTOM 50 - 75%),"$12,048 ","$22,500 ","$64,100 ",86,
10799,Competitive,Northern Illinois University,,Q3 (BOTTOM 50 - 75%),www.niu.edu,"Bottom Line
NFA
TRIO",Dekalb,IL,Chicago,Public,Suburb,"Medium (5,000-15,000)",48,16,17,95,,,Yes,50,32,Q3 (BOTTOM 50 - 75%),"$17,643 ","$23,500 ","$31,200 ",60,
10471,Competitive,Southern Illinois University Carbondale,,Q3 (BOTTOM 50 - 75%),www.siu.edu,TRIO,Carbondale,IL,Chicago,Public,City,"Medium (5,000-15,000)",51,17,9,85,,,Yes,44,31,Q3 (BOTTOM 50 - 75%),"$14,825 ","$22,500 ","$29,700 ",59,
11276,Competitive,Concordia University (IL),,Q3 (BOTTOM 50 - 75%),www.cuchicago.edu,"ACE
NFA
TRIO",River Forest,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",44,12,26,67,,,Yes,58,29,Q3 (BOTTOM 50 - 75%),"$16,686 ","$25,000 ","$19,200 ",37,
10706,Competitive,Olivet Nazarene University,,Q4 (BOTTOM 75 - 100%),www.olivet.edu,,Bourbonnais,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",31,8,7,55,,,Yes,56,27,Q4 (BOTTOM 75 - 100%),"$16,051 ","$25,250 ","$47,100 ",79,
10905,Competitive,Rockford College,,Q4 (BOTTOM 75 - 100%),www.rockford.edu,,Rockford,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",52,9,13,86,,,Yes,45,24,Q4 (BOTTOM 75 - 100%),"$20,145 ","$26,500 ",,,
10153,Competitive,MacMurray College,,Q4 (BOTTOM 75 - 100%),www.mac.edu,,Jacksonville,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",53,10,6,78,,,Yes,29,20,Q4 (BOTTOM 75 - 100%),"$13,398 ","$29,500 ","$37,700 ",77,
11078,Competitive,Monmouth College,,Q4 (BOTTOM 75 - 100%),www.monmouthcollege.edu,NFA,Monmouth,IL,Chicago,Private not-for-profit,Town,"Small (1,000-5,000)",43,10,11,78,,,Yes,56,20,Q4 (BOTTOM 75 - 100%),"$11,179 ","$27,000 ","$25,400 ",51,
10173,Competitive,Chicago State University,,Q4 (BOTTOM 75 - 100%),www.csu.edu,NFA,Chicago,IL,Chicago,Public,City,"Small (1,000-5,000)",80,75,8,73,,,Yes,19,18,Q4 (BOTTOM 75 - 100%),"$12,039 ","$27,499 ","$14,000 ",24,
11066,Competitive,Eureka College,,Q4 (BOTTOM 75 - 100%),www.eureka.edu,,Eureka,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",86,5,3,92,,,Yes,53,10,Q4 (BOTTOM 75 - 100%),"$16,643 ","$25,500 ","$18,300 ",33,
10430,Competitive,Kendall College,,Q4 (BOTTOM 75 - 100%),www.kendall.edu,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",35,16,16,69,,,Yes,21,5,Q4 (BOTTOM 75 - 100%),"$34,102 ","$29,167 ","$48,100 ",80,
96912,Competitive,Lindenwood University Belleville,,,https://www.lindenwood.edu/belleville/,,Belleville,IL,Chicago,,,,,,,,,,,,,,,,,,
10774,Very Competitive,DePaul University,1,Q1 (TOP 1 - 25%),https://www.depaul.edu,"Bottom Line
NFA",Chicago,IL,Chicago,Private not-for-profit,City,"Large (15,000+)",30,8,18,60,,,Yes,71,68,Q1 (TOP 1 - 25%),"$22,442 ","$24,165 ",,,
10382,Very Competitive,University of Illinois at Chicago,1,Q4 (BOTTOM 75 - 100%),www.uic.edu,"ACE
Bottom Line
NFA",Chicago,IL,Chicago,Public,City,"Large (15,000+)",58,8,31,92,,Yes,Yes,60,52,Q4 (BOTTOM 75 - 100%),"$9,755 ","$18,532 ","$62,800 ",85,
11423,Very Competitive,Lake Forest College,,Q1 (TOP 1 - 25%),www.lakeforest.edu,,Lake Forest,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",45,6,16,56,,,Yes,73,70,Q1 (TOP 1 - 25%),"$18,699 ","$27,000 ","$14,200 ",25,
10987,Very Competitive,Illinois College,,Q2 (TOP 25 - 50%),www.ic.edu,NFA,Jacksonville,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",48,12,9,84,,,Yes,75,67,Q2 (TOP 25 - 50%),"$12,301 ","$27,000 ","$24,900 ",50,
11965,Very Competitive,Loyola University Chicago,,Q2 (TOP 25 - 50%),www.luc.edu,"NFA
TRIO
Upward Bound",Chicago,IL,Chicago,Private not-for-profit,City,"Medium (5,000-15,000)",25,5,15,58,,,Yes,73,67,Q2 (TOP 25 - 50%),"$22,627 ","$25,751 ","$51,600 ",82,
10956,Very Competitive,Bradley University,,Q2 (TOP 25 - 50%),www.bradley.edu,"NFA
TRIO",Peoria,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",24,5,7,77,,,Yes,74,62,Q2 (TOP 25 - 50%),"$18,500 ","$27,000 ","$32,100 ",69,
10863,Very Competitive,Illinois State University,,Q3 (BOTTOM 50 - 75%),illinoisstate.edu/,"Bottom Line
NFA",Normal,IL,Chicago,Public,Suburb,"Large (15,000+)",30,8,10,96,,,Yes,72,60,Q3 (BOTTOM 50 - 75%),"$13,110 ","$22,500 ","$32,800 ",63,
11205,Very Competitive,North Central College,,Q3 (BOTTOM 50 - 75%),northcentralcollege.edu,,Naperville,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",30,4,13,89,,,Yes,63,55,Q3 (BOTTOM 50 - 75%),"$16,656 ","$25,002 ","$32,200 ",60,
11217,Very Competitive,Roosevelt University,,Q4 (BOTTOM 75 - 100%),www.roosevelt.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",44,18,23,66,,,Yes,30,23,Q4 (BOTTOM 75 - 100%),"$25,834 ","$24,673 ","$28,400 ",58,
11165,Very Competitive,Trinity International University,,Q4 (BOTTOM 75 - 100%),www.tiu.edu,,Deerfield,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",50,12,6,40,,,Yes,46,7,Q4 (BOTTOM 75 - 100%),"$16,086 ","$28,000 ","$22,000 ",45,
13966,Competitive +,Principia College,,,www.principiacollege.edu,,Elsah,IL,Chicago,Private not-for-profit,Rural,"Very Small (<1,000)",0,2,4,12,,,Yes,87,,,,,,,
10340,Competitive +,McKendree University,,,www.mckendree.edu,,Lebanon,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",44,14,5,66,,,Yes,56,40,,"$12,931 ","$24,250 ","$38,200 ",72,
10527,Highly Competitive,University of Illinois at Urbana-Champaign,1,,www.illinois.edu/,NFA,Champaign,IL,Chicago,Public,City,"Large (15,000+)",22,6,10,74,,,Yes,84,77,,"$7,554 ","$20,950 ","$23,700 ",48,
11503,Very Competitive +,Knox College,,,https://www.knox.edu,,Galesburg,IL,Chicago,Private not-for-profit,Town,"Small (1,000-5,000)",36,8,14,45,,,Yes,80,79,,"$15,725 ","$27,000 ","$37,200 ",73,
10487,Very Competitive +,Illinois Wesleyan University,,,www.iwu.edu,,Bloomington,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",19,4,7,76,,,Yes,81,59,,"$19,342 ","$27,000 ","$27,100 ",55,
11396,Very Competitive +,Augustana College (IL),,,www.augustana.edu,NFA,Rock Island,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",25,4,10,81,,,Yes,74,55,,"$16,501 ","$27,000 ","$34,500 ",66,
10901,Most Competitive,Wheaton College (IL),,,www.wheaton.edu,,Wheaton,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",20,3,5,23,,,Yes,89,93,,"$15,720 ","$23,000 ","$26,900 ",53,
10384,Most Competitive,Northwestern University,,,www.northwestern.edu,,Evanston,IL,Chicago,Private not-for-profit,City,"Large (15,000+)",15,6,12,30,,,Yes,93,90,,"$15,841 ","$19,200 ",,,
11341,Most Competitive,University of Chicago,,,WWW.UCHICAGO.EDU,,Chicago,IL,Chicago,Private not-for-profit,City,"Medium (5,000-15,000)",12,5,11,15,,,Yes,93,89,,"$8,112 ","$18,625 ","$36,500 ",69,
10848,Highly Competitive +,Illinois Institute of Technology,,,web.iit.edu/,NFA,Chicago,IL,Chicago,Private not-for-profit,City,"Medium (5,000-15,000)",32,6,16,57,,,Yes,65,61,,"$15,133 ","$26,981 ","$32,700 ",62,
15424,No Rating,Paul Mitchell The School Chicago,,Q1 (TOP 1 - 25%),paulmitchell.edu/chicago,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",77,38,29,83,,,No,61,,Q1 (TOP 1 - 25%),,"$13,833 ",,,
10702,No Rating,The Illinois Institute of Art-Schaumburg,,Q1 (TOP 1 - 25%),www.artinstitutes.edu/schaumburg,,Schaumburg,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",61,12,26,94,,,Yes,50,70,Q1 (TOP 1 - 25%),"$22,791 ","$27,667 ","$35,100 ",66,
13934,No Rating,Moody Bible Institute,,Q1 (TOP 1 - 25%),www.moody.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",35,3,6,17,,,Yes,73,60,Q1 (TOP 1 - 25%),"$18,479 ",,,,
10543,No Rating,Midstate College,,Q2 (TOP 25 - 50%),www.midstate.edu,,Peoria,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",83,27,2,100,,,No,100,50,Q2 (TOP 25 - 50%),"$22,314 ","$33,700 ",,,
11911,No Rating,ITT Technical Institute-Orland Park,,Q2 (TOP 25 - 50%),www.itt-tech.edu,,Orland Park,IL,Chicago,Private for-profit,Suburb,"Very Small (<1,000)",88,62,9,100,,,No,50,50,Q2 (TOP 25 - 50%),"$21,719 ","$25,834 ","$28,700 ",57,
10034,No Rating,American Academy of Art,,Q2 (TOP 25 - 50%),www.aaart.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",51,7,33,59,,,No,51,39,Q2 (TOP 25 - 50%),"$23,890 ","$27,000 ","$37,400 ",72,
10832,No Rating,Lincoln Christian University,,Q2 (TOP 25 - 50%),www.lincolnchristian.edu,,Lincoln,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",39,7,3,73,,,Yes,51,33,Q2 (TOP 25 - 50%),"$16,099 ","$24,163 ","$35,000 ",66,
12316,No Rating,Westwood College-O'Hare Airport,,Q2 (TOP 25 - 50%),www.westwood.edu,,Chicago,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",81,16,39,100,,Yes,No,26,28,Q2 (TOP 25 - 50%),"$24,635 ","$31,126 ","$22,900 ",44,
11707,No Rating,American InterContinental University-Online,,Q3 (BOTTOM 50 - 75%),www.aiuniv.edu,,Schaumburg,IL,Chicago,Private for-profit,City,"Small (1,000-5,000)",78,39,4,4,,,No,8,25,Q3 (BOTTOM 50 - 75%),"$17,180 ","$35,500 ",,,
12312,No Rating,Westwood College-Dupage,,Q3 (BOTTOM 50 - 75%),www.westwood.edu,,Woodridge,IL,Chicago,Private for-profit,Suburb,"Very Small (<1,000)",86,21,25,100,,,No,18,23,Q3 (BOTTOM 50 - 75%),"$23,915 ","$36,833 ","$53,400 ",81,
11921,No Rating,ITT Technical Institute-Springfield,,Q3 (BOTTOM 50 - 75%),www.itt-tech.edu,,Springfield,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",86,25,3,100,,,No,18,14,Q3 (BOTTOM 50 - 75%),"$20,766 ","$25,834 ",,,
12317,No Rating,Westwood College-River Oaks,,Q3 (BOTTOM 50 - 75%),www.westwood.edu,,Calumet City,IL,Chicago,Private for-profit,Suburb,"Very Small (<1,000)",65,66,10,81,,,No,25,12,Q3 (BOTTOM 50 - 75%),"$24,914 ","$37,656 ",,,
10524,No Rating,Hebrew Theological College,,Q4 (BOTTOM 75 - 100%),www.htc.edu/,,Skokie,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",0,0,1,43,,,Yes,6,0,Q4 (BOTTOM 75 - 100%),"$28,002 ",,,,
10619,No Rating,Christian Life College,,Q4 (BOTTOM 75 - 100%),www.christianlifecollege.edu,,Mount Prospect,IL,Chicago,Private not-for-profit,Suburb,"Very Small (<1,000)",33,27,6,100,,,Yes,50,0,Q4 (BOTTOM 75 - 100%),"$17,543 ",,"$18,600 ",31,
11734,No Rating,Blessing Rieman College of Nursing,,Q4 (BOTTOM 75 - 100%),www.brcn.edu,,Quincy,IL,Chicago,Private not-for-profit,Town,"Very Small (<1,000)",27,3,1,,,,No,55,0,Q4 (BOTTOM 75 - 100%),,"$15,995 ","$29,700 ",60,
11906,No Rating,ITT Technical Institute-Mount Prospect,,Q4 (BOTTOM 75 - 100%),www.itt-tech.edu,,Arlington Heights,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",76,9,38,100,,Yes,No,25,0,Q4 (BOTTOM 75 - 100%),"$17,977 ","$25,834 ","$23,700 ",48,
12119,No Rating,Telshe Yeshiva-Chicago,,Q4 (BOTTOM 75 - 100%),telsheyeshivachicago.com,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",57,0,0,55,,,Yes,24,0,Q4 (BOTTOM 75 - 100%),"$6,418 ",,"$38,500 ",69,
13937,No Rating,Chamberlain College of Nursing,,,www.chamberlain.edu,,Downers Grove,IL,Chicago,Private for-profit,Suburb,,,,,,,,,,,,,,,,
13965,No Rating,SAE Institute Chicago,,,,,Chicago,IL,Chicago,,,,,,,,,,,,,,,,,,
14351,No Rating,Rasmussen College Rockford,,,rasmussen.edu,,Rockford,IL,Chicago,Private for-profit,City,"Very Small (<1,000)",68,26,2,98,,,No,,,,"$18,246 ","$23,203 ","$46,500 ",78,
15129,No Rating,Erikson Institute,,,www.erikson.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",,,,,,,No,,,,,,,,
15144,No Rating,Illinois College of Optometry,,,WWW.ICO.EDU,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",,,,,,,Yes,,,,,,"$23,700 ",48,
15170,No Rating,Midwestern University-Downers Grove,,,www.midwestern.edu,,Downers Grove,IL,Chicago,Private not-for-profit,Suburb,"Small (1,000-5,000)",,,,,,,Yes,,,,,,"$38,400 ",71,
15190,No Rating,Northwestern Institute of Health and Technology,,,www.nwiht.edu/,,Chicago,IL,Chicago,Private not-for-profit,City,,,,,,,,,,,,,,,,
15205,No Rating,Resurrection University,,,www.resu.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",,14,22,,,,No,,,,,"$25,000 ","$34,900 ",65,
15222,No Rating,Spertus College,,,www.spertus.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Very Small (<1,000)",,,,,,,No,,,,,,"$45,700 ",79,
15242,No Rating,University of Saint Mary of the Lake,,,www.usml.edu,,Mundelein,IL,Chicago,Private not-for-profit,Suburb,"Very Small (<1,000)",,,,,,,No,,,,,,"$43,700 ",75,
45741,No Rating,"Midwest Technical Institute - Springfield, IL",,,https://midwesttech.edu/campuses/springfield-il/,,Springfield,IL,Chicago,Private for-profit,,,,,,,,,,,,,,,,,
81442,No Rating,Empire Beauty School-Illinois,,,https://www.empire.edu/cosmetology-schools/illinois,,,IL,Chicago,Private for-profit,,,,,,,,,,,,,,,,,
89253,No Rating,Instituto Career Pathways,,,https://www.institutochicago.org/apps/pages/index.jsp?uREC_ID=372463&type=d&pREC_ID=837900,,Chicago,IL,Chicago,,City,,,,,,,,,,,,,,,,
89526,No Rating,Chicago Community Learning Center,,,https://cclctraining.org/,,Chicago,IL,Chicago,,,,,,,,,,,,,,,,,,
89655,No Rating,LiUNA Chicagoland Laborers’ Apprenticeship,,,http://www.chicagolaborers.org/,,Chicago,IL,Chicago,,City,,,,,,,,No,,,,,,,,
92246,No Rating,International Brotherhood of Electrical Workers (IBEW),,,,,Chicago,IL,Chicago,,,,,,,,,,,,,,,,,,
93514,No Rating,Rasmussen College Aurora,,,https://www.rasmussen.edu/locations/illinois/aurora-naperville/,,Aurora,IL,Chicago,Private for-profit,,,,,,,,,,,,,,,,,
11118,Special,School of the Art Institute of Chicago,,Q1 (TOP 1 - 25%),www.saic.edu,,Chicago,IL,Chicago,Private not-for-profit,City,"Small (1,000-5,000)",22,3,11,16,,,Yes,57,45,Q1 (TOP 1 - 25%),"$35,840 ","$25,000 ","$37,300 ",73,
