OneGoal ID,Selectivity,College/University,Recommended Institution,Grad Rate Quartile,Website,Opportunity Programs,City,State,Region,Sector,Locale,Size,% Pell Grant,% African American,% Hispanic,% In State,HBCU,Hispanic Serving Institution,On Campus Housing?,6 Year Grad Rate (Overall),6 Year Grad Rate (Minority),Grad Rate Quartile,Net Price: 0-30,Median Debt of Graduates,Median Salary After Attending,Percent Earning Over HS Grad,CUNY/SUNY
12207,Noncompetitive,University of Phoenix-Cincinnati Campus,,,www.phoenix.edu,,West Chester,OH,,Private for-profit,Suburb,"Very Small (<1,000)",54,25,0,,,,No,3,0,,"$18,448 ",,,,
12321,Noncompetitive,Wright State University-Lake Campus,,,https://lake.wright.edu,,Celina,OH,,Public,Rural,"Very Small (<1,000)",35,3,2,95,,,Yes,33,0,,"$6,725 ","$25,187 ","$39,900 ",79,
12028,Competitive,Ohio University-Main Campus,,,www.ohio.edu,,Athens,OH,,Public,Town,"Large (15,000+)",26,5,3,87,,,Yes,67,68,,"$16,565 ","$22,500 ","$37,800 ",72,
10840,Competitive,University of Dayton,,,https://www.udayton.edu,,Dayton,OH,,Private not-for-profit,City,"Medium (5,000-15,000)",12,3,4,42,,,Yes,76,66,,"$21,408 ","$26,863 ",,,
10377,Competitive,Mount Vernon Nazarene University,,,www.mvnu.edu,,Mount Vernon,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",38,4,3,89,,,Yes,57,60,,"$15,952 ","$26,493 ","$67,000 ",88,
10699,Competitive,Baldwin-Wallace College,,,https://www.bw.edu,,Berea,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",37,10,5,74,,,Yes,68,58,,"$14,658 ","$27,000 ","$30,500 ",56,
10731,Competitive,Otterbein College,,,www.otterbein.edu,,Westerville,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",28,6,2,89,,,Yes,59,47,,"$21,210 ","$27,000 ",,,
10120,Competitive,Capital University,,,www.capital.edu,,Columbus,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",34,10,4,89,,,Yes,59,46,,"$19,551 ","$27,000 ","$26,000 ",52,
11736,Competitive,Bowling Green State University-Main Campus,,,www.bgsu.edu,,Bowling Green,OH,,Public,Town,"Medium (5,000-15,000)",34,9,4,87,,,Yes,54,46,,"$14,495 ","$26,000 ","$35,900 ",76,
11947,Competitive,Kent State University Kent Campus,,,www.kent.edu,,Kent,OH,,Public,Suburb,"Large (15,000+)",32,9,3,79,,,Yes,55,44,,"$14,244 ","$26,225 ","$31,600 ",68,
11039,Competitive,Hiram College,,,WWW.HIRAM.EDU,,Hiram,OH,,Private not-for-profit,Town,"Very Small (<1,000)",47,15,4,77,,,Yes,63,43,,"$17,199 ","$27,000 ",,,
10762,Competitive,Mount Carmel College of Nursing,,,www.mccn.edu,,Columbus,OH,,Private not-for-profit,City,"Very Small (<1,000)",32,8,1,98,,,Yes,64,42,,"$15,835 ","$19,500 ","$14,400 ",22,
11085,Competitive,Walsh University,,,https://www.walsh.edu,,North Canton,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",33,7,3,82,,,Yes,55,40,,"$13,349 ","$27,000 ","$45,800 ",79,
11453,Competitive,The University of Findlay,,,www.findlay.edu/,,Findlay,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",31,3,2,73,,,Yes,55,39,,"$17,707 ","$23,250 ","$23,100 ",43,
11996,Competitive,Mount Union College,,,www.mountunion.edu,,Alliance,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",35,7,3,76,,,Yes,63,38,,"$22,552 ","$27,000 ",,,
11231,Competitive,Muskingum University,,,www.muskingum.edu/,,New Concord,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",52,4,2,90,,,Yes,53,35,,"$13,333 ","$27,000 ","$39,400 ",75,
10203,Competitive,College of Mount St. Joseph,,,www.msj.edu,,Cincinnati,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",42,10,1,80,,,Yes,54,35,,"$12,226 ","$32,000 ","$40,900 ",71,
10091,Competitive,Defiance College,,,www.defiance.edu,,Defiance,OH,,Private not-for-profit,Town,"Very Small (<1,000)",45,10,6,67,,,Yes,49,33,,"$19,982 ","$27,000 ",,,
10272,Competitive,Heidelberg University,,,https://www.heidelberg.edu,,Tiffin,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",47,8,2,81,,,Yes,47,33,,"$17,988 ","$28,974 ","$37,200 ",73,
10167,Competitive,Columbus College of Art and Design,,,WWW.CCAD.EDU,,Columbus,OH,,Private not-for-profit,City,"Small (1,000-5,000)",49,10,6,72,,,Yes,56,32,,"$25,106 ","$27,000 ","$26,500 ",53,
11149,Competitive,Marietta College,,,www.marietta.edu,,Marietta,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",35,5,2,57,,,Yes,63,32,,"$15,206 ","$27,000 ","$38,300 ",73,
11322,Competitive,Ashland University,,,https://www.ashland.edu,,Ashland,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",37,15,3,90,,,Yes,56,31,,"$19,027 ","$27,000 ","$50,400 ",85,
12023,Competitive,Ohio State University-Marion Campus,,,osumarion.osu.edu/,,Marion,OH,,Public,Town,"Very Small (<1,000)",39,4,4,100,,,No,43,31,,"$10,480 ","$22,250 ","$32,800 ",63,
10051,Competitive,Wilberforce University,,,www.wilberforce.edu,,Wilberforce,OH,,Private not-for-profit,Rural,"Very Small (<1,000)",81,91,0,28,Yes,,Yes,29,29,,"$18,711 ","$29,750 ","$31,500 ",59,
11352,Competitive,Bluffton University,,,www.bluffton.edu,,Bluffton,OH,,Private not-for-profit,Town,"Very Small (<1,000)",46,6,4,85,,,Yes,60,29,,"$17,717 ","$27,000 ","$35,900 ",70,
12024,Competitive,Ohio State University-Newark Campus,,,newark.osu.edu/,,Newark,OH,,Public,Suburb,"Small (1,000-5,000)",39,16,3,100,,,Yes,39,29,,"$13,747 ","$22,250 ","$25,600 ",52,
10841,Competitive,Urbana University,,,www.urbana.edu,,Urbana,OH,,Private not-for-profit,Town,"Very Small (<1,000)",52,8,1,82,,,Yes,31,27,,"$15,092 ","$27,000 ","$29,600 ",60,
11058,Competitive,Tiffin University,,,www.tiffin.edu,,Tiffin,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",44,12,3,65,,,Yes,43,24,,"$26,956 ","$26,565 ","$57,200 ",79,
11238,Competitive,Central State University,,,www.centralstate.edu,,Wilberforce,OH,,Public,Rural,"Small (1,000-5,000)",78,93,1,44,Yes,,Yes,22,22,,"$12,354 ","$39,068 ","$28,200 ",58,
10303,Competitive,Wilmington College,,,www.wilmington.edu,,Wilmington,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",45,11,2,81,,,Yes,47,21,,"$18,661 ","$27,000 ","$14,100 ",16,
10371,Competitive,Cleveland State University,,,www.csuohio.edu/,,Cleveland,OH,,Public,City,"Medium (5,000-15,000)",46,17,5,91,,,Yes,39,21,,"$13,899 ","$24,000 ","$31,300 ",61,
11212,Competitive,Malone University,,,https://www.malone.edu,,Canton,OH,,Private not-for-profit,City,"Small (1,000-5,000)",44,12,3,81,,,Yes,51,21,,"$11,922 ","$25,500 ","$25,700 ",52,
12022,Competitive,Ohio State University-Mansfield Campus,,,mansfield.osu.edu/,,Mansfield,OH,,Public,Rural,"Very Small (<1,000)",50,8,3,100,,,Yes,42,20,,"$14,087 ","$22,250 ","$25,000 ",50,
12322,Competitive,Wright State University-Main Campus,,,www.wright.edu,,Dayton,OH,,Public,Suburb,"Medium (5,000-15,000)",40,11,3,96,,,Yes,39,20,,"$12,403 ","$25,187 ","$39,100 ",73,
10428,Competitive,Shawnee State University,,,www.shawnee.edu/,,Portsmouth,OH,,Public,Town,"Small (1,000-5,000)",56,6,1,89,,,Yes,27,17,,"$12,631 ","$23,666 ","$28,800 ",57,
12020,Competitive,Ohio State University-Lima Campus,,,lima.osu.edu/,,Lima,OH,,Public,Rural,"Very Small (<1,000)",40,4,2,100,,,No,33,17,,"$11,765 ","$22,250 ","$19,500 ",39,
10458,Competitive,Youngstown State University,,,www.ysu.edu,,Youngstown,OH,,Public,City,"Medium (5,000-15,000)",49,10,4,83,,,Yes,33,12,,"$8,975 ","$28,000 ","$22,100 ",44,
11268,Competitive,Chancellor University,,,www.ChancellorU.edu,,Seven Hills,OH,,Private for-profit,Suburb,"Very Small (<1,000)",72,45,,,,,,5,5,,"$14,991 ",,,,
10508,Very Competitive,Cedarville University,,,https://www.cedarville.edu,,Cedarville,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",24,1,3,37,,,Yes,70,69,,"$17,166 ","$25,000 ","$21,000 ",41,
10729,Competitive +,John Carroll University,,,sites.jcu.edu/,,University Heights,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",19,5,4,60,,,Yes,71,65,,"$14,645 ","$27,000 ","$26,800 ",52,
10090,Competitive +,Xavier University,,,www.xavier.edu,,Cincinnati,OH,,Private not-for-profit,City,"Small (1,000-5,000)",18,9,5,42,,,Yes,71,60,,"$23,563 ","$27,000 ","$26,600 ",54,
11496,Very Competitive,Franciscan University of Steubenville,,,www.franciscan.edu,,Steubenville,OH,,Private not-for-profit,City,"Small (1,000-5,000)",25,1,11,21,,,Yes,75,55,,"$20,895 ","$25,000 ","$36,600 ",70,
10951,Very Competitive,Ohio Northern University,,,www.onu.edu/,,Ada,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",25,4,1,77,,,Yes,65,48,,"$18,075 ","$27,000 ","$31,100 ",58,
12167,Very Competitive,University of Cincinnati-Main Campus,,,www.uc.edu,,Cincinnati,OH,,Public,City,"Large (15,000+)",23,7,3,83,,,Yes,65,47,,"$15,768 ","$23,948 ","$35,800 ",72,
10711,Competitive +,Wittenberg University,,,www.wittenberg.edu,,Springfield,OH,,Private not-for-profit,City,"Small (1,000-5,000)",30,9,3,73,,,Yes,69,45,,"$24,059 ","$27,000 ","$57,700 ",92,
11510,Very Competitive,Ohio Wesleyan University,,,www.owu.edu/,,Delaware,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",32,9,5,53,,,Yes,66,43,,"$24,543 ","$27,000 ","$22,300 ",44,
11431,Competitive +,Cleveland Institute of Art,,,www.cia.edu,,Cleveland,OH,,Private not-for-profit,City,"Very Small (<1,000)",51,9,5,60,,,Yes,65,42,,"$25,331 ","$28,000 ","$21,700 ",42,
11044,Competitive +,Ohio Dominican University,,,www.ohiodominican.edu,,Columbus,OH,,Private not-for-profit,City,"Small (1,000-5,000)",40,17,4,88,,,Yes,43,22,,"$20,714 ","$29,755 ","$32,700 ",66,
10655,Very Competitive,Notre Dame College,,,www.notredamecollege.edu,,Cleveland,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",50,24,4,72,,,Yes,36,18,,"$15,484 ","$27,000 ","$29,700 ",59,
11050,Competitive +,Kettering College of Medical Arts,,,kc.edu,,Kettering,OH,,Private not-for-profit,Suburb,"Very Small (<1,000)",29,6,2,78,,,Yes,43,0,,"$13,941 ","$26,999 ","$22,700 ",42,
11975,Highly Competitive,Miami University-Oxford,,,miamioh.edu,,Oxford,OH,,Public,Town,"Large (15,000+)",10,3,4,56,,,Yes,79,76,,"$13,759 ","$25,000 ","$24,400 ",46,
10993,Very Competitive +,The College of Wooster,,,www.wooster.edu,,Wooster,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",17,8,5,30,,,Yes,76,60,,"$11,364 ","$25,500 ","$40,800 ",79,
11208,Most Competitive,Denison University,,Q4 (BOTTOM 75 - 100%),https://www.denison.edu,,Granville,OH,,Private not-for-profit,Suburb,"Small (1,000-5,000)",20,7,9,22,,,Yes,82,70,Q4 (BOTTOM 75 - 100%),"$9,498 ","$25,000 ","$33,300 ",67,
10836,Most Competitive,Oberlin College,,,www.oberlin.edu,,Oberlin,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",9,5,8,7,,,Yes,88,87,,"$10,774 ","$25,217 ","$32,800 ",66,
10730,Most Competitive,Kenyon College,,,www.kenyon.edu/,,Gambier,OH,,Private not-for-profit,Town,"Small (1,000-5,000)",10,4,5,13,,,Yes,89,80,,"$8,546 ","$18,305 ",,,
12021,Highly Competitive +,Ohio State University-Main Campus,,,www.osu.edu/,,Columbus,OH,,Public,City,"Large (15,000+)",17,6,4,67,,,Yes,83,76,,"$8,442 ","$22,250 ",,,
11420,Most Competitive,Case Western Reserve University,,,www.case.edu,,Cleveland,OH,,Private not-for-profit,City,"Medium (5,000-15,000)",15,4,6,24,,,Yes,81,71,,"$15,222 ","$25,000 ","$21,200 ",42,
15101,No Rating,Antioch College,,,antiochcollege.edu,,Yellow Springs,OH,,Private not-for-profit,Town,"Very Small (<1,000)",43,8,8,47,,,Yes,,,,,,,,
15107,No Rating,Athenaeum of Ohio,,,www.athenaeum.edu,,Cincinnati,OH,,Private not-for-profit,City,"Very Small (<1,000)",,3,1,100,,,Yes,,,,,,,,
15192,No Rating,Ohio Mid-Western College,,,omw.edu,,Cincinnati,OH,,Private not-for-profit,Suburb,"Very Small (<1,000)",85,3,0,50,,,No,0,,,"$14,768 ",,"$36,600 ",70,
11746,No Rating,Bryant and Stratton College-Parma,,,www.bryantstratton.edu/,,Parma,OH,,Private for-profit,Suburb,"Very Small (<1,000)",82,26,8,100,,,No,62,100,,"$15,719 ","$24,261 ","$33,400 ",68,
11743,No Rating,Bryant and Stratton College-Cleveland,,,www.bryantstratton.edu,,Cleveland,OH,,Private for-profit,City,"Very Small (<1,000)",87,90,2,100,,,No,0,22,,"$16,438 ","$24,261 ","$37,000 ",72,
10468,No Rating,Cincinnati Christian University,,,www.CCUniversity.edu,,Cincinnati,OH,,Private not-for-profit,City,"Very Small (<1,000)",35,21,4,56,,,Yes,28,14,,"$10,760 ","$27,000 ","$27,400 ",54,
10141,No Rating,Tri-State Bible College,,,www.tsbc.edu,,South Point,OH,,Private not-for-profit,Suburb,"Very Small (<1,000)",100,45,0,50,,,No,0,0,,"$13,250 ",,"$28,700 ",57,
10314,No Rating,MedCentral College of Nursing,,,www.medcentral.edu,,Mansfield,OH,,Private not-for-profit,City,,,,,,,,,32,0,,,,,,
10349,No Rating,Temple Baptist College,,,www.templebaptist.edu,,Cincinnati,OH,,Private not-for-profit,Suburb,,,,,,,,,26,0,,,,,,
10786,No Rating,Mercy College of Northwest Ohio,,,www.mercycollege.edu,,Toledo,OH,,Private not-for-profit,City,"Very Small (<1,000)",31,10,4,74,,,No,47,0,,"$15,657 ","$23,600 ","$39,000 ",76,
11162,No Rating,Pontifical College Josephinum,,,WWW.PCJ.EDU,,Columbus,OH,,Private not-for-profit,City,"Very Small (<1,000)",31,1,8,46,,,Yes,91,0,,"$31,724 ",,"$44,000 ",79,
11364,No Rating,Allegheny Wesleyan College,,,awc.edu,,Salem,OH,,Private not-for-profit,Rural,"Very Small (<1,000)",83,1,0,26,,,Yes,31,0,,"$4,946 ",,"$39,200 ",76,
11744,No Rating,Bryant and Stratton College-Eastlake Campus,,,www.bryantstratton.edu,,Eastlake,OH,,Private for-profit,Suburb,"Very Small (<1,000)",93,42,2,100,,,No,0,0,,"$16,353 ","$24,261 ","$28,100 ",56,
11851,No Rating,Gods Bible School and College,,,www.gbs.edu,,Cincinnati,OH,,Private not-for-profit,City,"Very Small (<1,000)",64,5,3,22,,,Yes,35,0,,"$8,333 ","$8,680 ","$17,200 ",32,
12068,No Rating,Rabbinical College Telshe,,,independentrabbinicalcolleges.org/index.html,,Wickliffe,OH,,Private not-for-profit,Suburb,"Very Small (<1,000)",88,0,0,43,,,Yes,8,0,,"$5,860 ",,"$36,900 ",66,
10264,Special,Cleveland Institute of Music,,,www.cim.edu,,Cleveland,OH,,Private not-for-profit,City,"Very Small (<1,000)",16,1,0,5,,,Yes,61,92,,"$31,674 ","$27,000 ","$61,000 ",89,
11302,Special,Art Academy of Cincinnati,,,www.artacademy.edu,,Cincinnati,OH,,Private not-for-profit,City,"Very Small (<1,000)",43,15,4,65,,,Yes,62,50,,"$14,027 ","$27,000 ","$33,600 ",66,
11454,Special,Franklin University,,,www.franklin.edu,,Columbus,OH,,Private not-for-profit,City,"Small (1,000-5,000)",18,18,3,72,,,No,13,16,,"$22,125 ","$25,000 ","$13,100 ",18,
10518,Special,Union Institute & University,,,www.myunion.edu,,Cincinnati,OH,,Private not-for-profit,City,"Very Small (<1,000)",86,18,25,15,,,No,13,0,,"$19,061 ","$18,750 ","$36,000 ",67,
10757,Special,Cincinnati College of Mortuary Science,,,WWW.CCMS.EDU,,Cincinnati,OH,,Private not-for-profit,Suburb,"Very Small (<1,000)",50,9,0,,,,No,0,0,,"$27,355 ",,,,
45608,Special,Columbus Culinary Institute,,,http://www.columbusculinary.com/,,Columbus,Ohio,,,,,,,,,,,,,,,,,,,
13485,Two-Year College,Platt College at Moore,,,www.plattcolleges.edu,,Moore,OK,,Private for-profit,Suburb,"Very Small (<1,000)",79,18,11,100,,,No,54,73,,"$21,542 ","$12,000 ",,,
13484,Two-Year College,Community Care College,,,www.communitycarecollege.edu,,Tulsa,OK,,Private not-for-profit,City,"Very Small (<1,000)",76,17,7,98,,,No,67,68,,"$16,244 ","$11,609 ","$46,000 ",77,
13496,Two-Year College,Vatterott College-Oklahoma City,,,www.vatterott.edu,,Warr Acres,OK,,Private for-profit,Suburb,"Very Small (<1,000)",96,33,8,100,,,No,34,64,,"$17,346 ","$22,155 ","$22,900 ",44,
13494,Two-Year College,Tulsa Welding School,,,https://www.weldingschool.com,,Tulsa,OK,,Private for-profit,City,"Very Small (<1,000)",65,8,11,36,,,No,65,61,,"$24,232 ","$9,500 ","$20,900 ",42,
13481,Two-Year College,Platt College - Central Oklahoma City,,,www.plattcolleges.edu,,Oklahoma City,OK,,Private for-profit,City,"Very Small (<1,000)",76,45,14,99,,,No,53,57,,"$18,426 ","$12,000 ",,,
13482,Two-Year College,Clary Sage College,,,www.clarysagecollege.com,,Tulsa,OK,,Private not-for-profit,City,"Very Small (<1,000)",65,19,6,99,,,No,65,55,,"$17,909 ","$11,609 ",,,
13495,Two-Year College,Heritage College (Okla.),,,www.heritagecollege.edu,,Oklahoma City,OK,,Private for-profit,City,"Very Small (<1,000)",74,18,14,100,,,No,53,52,,"$18,474 ","$15,333 ","$36,900 ",67,
13497,Two-Year College,Vatterott College-Tulsa,,,www.vatterott.edu,,Tulsa,OK,,Private for-profit,City,"Very Small (<1,000)",89,13,1,100,,,No,57,52,,"$16,938 ","$23,116 ",,,
13491,Two-Year College,Carl Albert State College,,,www.carlalbert.edu,,Poteau,OK,,Public,Town,"Small (1,000-5,000)",61,3,7,88,,,Yes,34,27,,"$3,995 ","$6,498 ",,,
13489,Two-Year College,Seminole State College,,,www.sscok.edu,,Seminole,OK,,Public,Town,"Very Small (<1,000)",57,6,3,94,,,Yes,27,25,,"$8,175 ","$11,750 ","$31,800 ",62,
13488,Two-Year College,Murray State College,,,www.mscok.edu,,Tishomingo,OK,,Public,Rural,"Small (1,000-5,000)",58,2,7,89,,,Yes,30,18,,"$10,830 ","$17,749 ","$42,600 ",78,
13490,Two-Year College,Western Oklahoma State College,,,www.wosc.edu,,Altus,OK,,Public,Town,"Very Small (<1,000)",56,8,20,75,,,Yes,26,17,,"$5,463 ","$9,000 ","$25,200 ",51,
13492,Two-Year College,Redlands Community College,,,www.redlandscc.edu,,El Reno,OK,,Public,Town,"Very Small (<1,000)",51,5,9,88,,,Yes,23,17,,"$3,570 ","$9,528 ","$23,700 ",46,
13486,Two-Year College,Connors State College,,,www.connorsstate.edu,,Warner,OK,,Public,Rural,"Small (1,000-5,000)",60,6,4,94,,,Yes,16,15,,"$8,917 ","$11,250 ","$25,200 ",51,
13479,Two-Year College,Northern Oklahoma College,,,www.noc.edu,,Tonkawa,OK,,Public,Town,"Small (1,000-5,000)",28,4,8,92,,,Yes,25,12,,"$5,225 ","$9,835 ","$24,800 ",50,
13483,Two-Year College,Career Point College at Tulsa,,,careerpointcollege.edu/campuses/tulsa/,,Tulsa,OK,,Private for-profit,City,"Very Small (<1,000)",100,20,13,100,,,No,66,12,,"$25,469 ","$13,254 ","$31,300 ",63,
13480,Two-Year College,Northeastern Oklahoma A&M College,,,www.neo.edu,,Miami,OK,,Public,Town,"Small (1,000-5,000)",62,8,3,75,,,Yes,24,11,,"$7,558 ","$10,904 ",,,
13487,Two-Year College,Eastern Oklahoma State College,,,www.eosc.edu,,Wilburton,OK,,Public,Town,"Very Small (<1,000)",43,5,4,90,,,Yes,23,10,,"$15,525 ","$12,250 ","$39,500 ",74,
13499,Two-Year College,Tulsa Community College,,,www.tulsacc.edu,,Tulsa,OK,,Public,City,"Medium (5,000-15,000)",45,8,7,92,,,No,14,8,,"$5,638 ","$11,494 ","$20,900 ",42,
13498,Two-Year College,Oklahoma City Community College,,,www.occc.edu,,Oklahoma City,OK,,Public,City,"Small (1,000-5,000)",49,8,13,90,,,No,13,7,,"$6,681 ","$9,750 ","$46,300 ",80,
13493,Two-Year College,Rose State College,,,www.rose.edu,,Midwest City,OK,,Public,Suburb,"Small (1,000-5,000)",49,16,6,99,,,Yes,16,6,,"$8,321 ","$10,250 ","$46,500 ",78,
14078,Noncompetitive,Platt College-Tulsa,,,www.plattcolleges.edu,,Tulsa,OK,,Private for-profit,City,"Very Small (<1,000)",84,28,6,99,,,No,50,,,"$17,670 ","$12,000 ","$46,200 ",78,
14157,Noncompetitive,Brown Mackie College-Tulsa,,,www.brownmackie.edu,,Tulsa,OK,,Private for-profit,City,"Very Small (<1,000)",70,23,7,100,,,No,,,,"$18,919 ","$21,599 ","$53,400 ",81,
10548,Noncompetitive,Mid-America Christian University,,,www.macu.edu,,Oklahoma City,OK,,Private not-for-profit,City,"Small (1,000-5,000)",33,25,7,77,,,Yes,38,38,,"$19,564 ","$27,375 ","$41,500 ",77,
11098,Less Competitive,Southwestern Christian University,,,www.swcu.edu,,Bethany,OK,,Private not-for-profit,Suburb,"Very Small (<1,000)",45,22,9,69,,,Yes,30,27,,"$19,898 ","$23,316 ","$27,000 ",53,
12086,Noncompetitive,Saint Gregorys University,,,www.stgregorys.edu,,Shawnee,OK,,Private not-for-profit,Rural,"Very Small (<1,000)",48,6,11,69,,,Yes,19,26,,"$11,580 ","$25,250 ",,,
11442,Noncompetitive,Southern Nazarene University,,,SNU.EDU,,Bethany,OK,,Private not-for-profit,Suburb,"Small (1,000-5,000)",43,12,9,54,,,Yes,46,23,,"$20,557 ","$18,750 ",,,
10182,Noncompetitive,Northwestern Oklahoma State University,,,www.nwosu.edu,,Alva,OK,,Public,Town,"Small (1,000-5,000)",32,6,8,62,,,Yes,34,21,,"$5,198 ","$15,000 ","$42,600 ",78,
10913,Less Competitive,Rogers State University,,,www.rsu.edu,,Claremore,OK,,Public,Town,"Small (1,000-5,000)",50,3,5,96,,,Yes,24,19,,"$10,774 ","$19,000 ","$25,100 ",50,
12234,Noncompetitive,University of Phoenix-Oklahoma City Campus,,,www.phoenix.edu,,Oklahoma City,OK,,Private for-profit,City,"Very Small (<1,000)",69,22,5,100,,,No,12,19,,"$17,202 ","$35,500 ","$20,500 ",38,
10648,Noncompetitive,Oklahoma Panhandle State University,,,www.opsu.edu,,Goodwell,OK,,Public,Rural,"Very Small (<1,000)",50,9,25,40,,Yes,Yes,25,16,,"$10,865 ","$18,154 ","$39,500 ",74,
10500,Noncompetitive,Cameron University,,,www.cameron.edu,,Lawton,OK,,Public,City,"Small (1,000-5,000)",48,13,12,87,,,Yes,23,14,,"$7,775 ","$18,603 ","$39,200 ",75,
10612,Less Competitive,Bacone College,,,www.bacone.edu,,Muskogee,OK,,Private not-for-profit,Town,"Very Small (<1,000)",23,28,11,43,,,Yes,11,13,,"$13,997 ","$24,398 ",,,
12252,Noncompetitive,University of Phoenix-Tulsa Campus,,,www.phoenix.edu,,Tulsa,OK,,Private for-profit,City,"Very Small (<1,000)",71,22,5,100,,,No,14,10,,"$20,394 ","$35,500 ",,,
14053,Noncompetitive,Oklahoma State University Institute of Technology - Okmulgee,,,www.osuit.edu/,,Okmulgee,OK,,Public,Town,"Small (1,000-5,000)",56,3,6,88,,,Yes,1,1,,"$7,377 ","$12,700 ",,,
12033,Noncompetitive,Oklahoma State University-Oklahoma City,,,www.osuokc.edu,,Oklahoma City,OK,,Public,City,"Small (1,000-5,000)",47,11,14,79,,,No,0,0,,"$5,145 ","$15,816 ","$39,500 ",74,
11482,Competitive,Oral Roberts University,,,oru.edu,,Tulsa,OK,,Private not-for-profit,City,"Small (1,000-5,000)",40,14,9,37,,,Yes,47,45,,"$19,353 ","$27,000 ",,,
10937,Competitive,Oklahoma Baptist University,,,https://www.okbu.edu,,Shawnee,OK,,Private not-for-profit,Town,"Small (1,000-5,000)",44,6,2,61,,,Yes,51,38,,"$13,348 ","$24,896 ","$19,000 ",38,
10632,Competitive,University of Central Oklahoma,,,www.uco.edu,,Edmond,OK,,Public,Suburb,"Medium (5,000-15,000)",40,9,10,90,,,Yes,37,35,,"$9,620 ","$22,250 ","$38,400 ",70,
10579,Competitive,Southeastern Oklahoma State University,,,www.se.edu,,Durant,OK,,Public,Town,"Small (1,000-5,000)",48,5,6,66,,,Yes,29,29,,"$6,878 ","$16,443 ","$32,200 ",64,
10815,Competitive,East Central University,,,https://www.ecok.edu,,Ada,OK,,Public,Town,"Small (1,000-5,000)",40,3,5,70,,,Yes,34,29,,"$5,056 ","$19,500 ","$34,700 ",67,
10234,Competitive,Oklahoma Wesleyan University,,,www.okwu.edu,,Bartlesville,OK,,Private not-for-profit,Town,"Very Small (<1,000)",44,9,5,42,,,Yes,37,24,,"$19,262 ","$23,166 ","$26,800 ",55,
11164,Competitive,Southwestern Oklahoma State University,,,www.swosu.edu,,Weatherford,OK,,Public,Town,"Small (1,000-5,000)",38,4,9,87,,,Yes,33,20,,"$8,633 ","$16,759 ","$16,200 ",27,
10760,Competitive,Langston University,,,www.langston.edu,,Langston,OK,,Public,Rural,"Small (1,000-5,000)",71,72,2,41,Yes,,Yes,6,6,,"$12,886 ","$30,201 ","$42,600 ",78,
12196,Very Competitive,University of Oklahoma Norman Campus,,,www.ou.edu,,Norman,OK,,Public,Suburb,"Large (15,000+)",20,5,9,58,,,Yes,67,59,,"$12,890 ","$20,000 ","$41,200 ",76,
12032,Very Competitive,Oklahoma State University-Main Campus,,,www.okstate.edu/,,Stillwater,OK,,Public,Town,"Large (15,000+)",28,5,7,63,,,Yes,61,57,,"$8,410 ","$20,500 ","$39,500 ",74,
10705,Very Competitive,Oklahoma City University,,,www.okcu.edu,,Oklahoma City,OK,,Private not-for-profit,City,"Small (1,000-5,000)",22,5,9,42,,,Yes,59,51,,"$19,275 ","$24,168 ","$41,000 ",78,
10637,Very Competitive,Oklahoma Christian University,,,www.oc.edu,,Edmond,OK,,Private not-for-profit,City,"Small (1,000-5,000)",26,8,6,41,,,Yes,47,30,,"$15,253 ","$25,250 ","$39,500 ",74,
11408,Very Competitive,University of Science and Arts of Oklahoma,,,www.usao.edu,,Chickasha,OK,,Public,Town,"Very Small (<1,000)",44,3,9,85,,,Yes,46,30,,"$8,006 ","$19,592 ","$25,200 ",51,
10936,Very Competitive,Northeastern State University,,,https://www.nsuok.edu,,Tahlequah,OK,,Public,Town,"Medium (5,000-15,000)",55,4,6,90,,,Yes,31,29,,"$6,586 ","$18,471 ",,,
11394,Highly Competitive +,University of Tulsa,,,https://utulsa.edu,,Tulsa,OK,,Private not-for-profit,City,"Small (1,000-5,000)",18,5,5,49,,,Yes,70,53,,"$20,539 ","$25,000 ","$20,900 ",42,
15122,No Rating,College of the Muscogee Nation,,,cmn.edu,,Okmulgee,OK,,Public,Rural,"Very Small (<1,000)",45,0,0,96,,,Yes,13,,,"$19,078 ",,,,
